step,ps0,ps1,ps2,ps3,ps4,ps5,ps6,ps7,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,vibracion,avance_real,odo_izq,odo_der,terreno,slip,inclinacion,front_min,side_min,x,y,theta,safety,action
1325,68.2,72.0,71.5,71.2,69.2,71.3,65.1,69.4,1.164,0.0,9.835,-0.002,-4931.271,-0.002,1.186,0.1005,78.638,81.288,rough,0,6.7,68.2,65.1,1.0964,-0.0074,0.662,ok,avanzando en rough
1326,71.5,71.9,63.1,68.6,62.8,64.5,70.7,69.2,-0.899,0.0,9.848,0.011,2467.274,-0.035,2.063,0.0502,78.688,81.339,rough,0,5.2,69.2,70.7,1.0972,-0.0068,0.662,ok,avanzando en rough
1327,67.7,65.1,61.9,72.7,66.4,72.8,64.0,71.6,-0.027,-0.0,9.804,-0.004,2577.963,0.003,0.874,0.0502,78.739,81.389,rough,0,0.2,67.7,64.0,1.0979,-0.0062,0.662,ok,avanzando en rough
1328,68.6,64.1,67.5,71.2,74.1,64.6,68.3,66.0,-0.025,0.0,9.779,-0.004,-47.351,0.015,0.024,0.0502,78.789,81.439,carpet,0,0.1,66.0,64.1,1.0987,-0.0056,0.662,ok,avanzando en carpet
1329,72.1,70.0,67.3,69.5,66.7,65.9,69.0,61.1,1.157,-0.0,9.858,-0.003,-4831.667,0.0,1.184,0.1005,78.889,81.54,rough,0.0,6.7,61.1,69.0,1.1003,-0.0043,0.662,ok,avanzando en rough
1330,69.1,72.4,64.9,62.8,70.1,66.7,68.0,66.8,-0.902,0.0,9.818,0.01,2424.797,-0.032,2.059,0.0502,78.94,81.59,rough,0,5.3,66.8,68.0,1.1011,-0.0037,0.662,ok,avanzando en rough
1331,69.9,66.4,67.0,71.7,67.0,74.0,64.8,67.0,-0.029,-0.0,9.824,-0.004,2531.614,0.004,0.873,0.0502,78.99,81.64,rough,0,0.2,67.0,64.8,1.1019,-0.0031,0.662,ok,avanzando en rough
1332,70.0,67.4,72.3,71.6,69.5,65.5,68.3,71.2,-0.027,0.0,9.802,-0.004,-59.077,0.016,0.023,0.0502,79.04,81.69,carpet,0,0.2,70.0,67.4,1.1027,-0.0025,0.662,ok,avanzando en carpet
1333,64.8,70.9,65.4,59.5,64.5,63.8,66.9,66.2,1.154,-0.0,9.792,-0.003,-4879.321,0.001,1.181,0.1005,79.141,81.791,rough,0.0,6.7,64.8,66.9,1.1043,-0.0012,0.662,ok,avanzando en rough
1334,63.4,71.9,60.1,63.3,64.1,68.6,70.8,70.1,-0.905,0.0,9.799,0.01,2425.059,-0.031,2.059,0.0502,79.191,81.841,rough,0,5.3,63.4,70.8,1.1051,-0.0006,0.662,ok,avanzando en rough
1335,67.0,69.5,72.0,68.5,64.1,69.6,69.7,68.9,-0.031,-0.0,9.857,-0.004,2525.885,0.005,0.876,0.0502,79.241,81.891,rough,0,0.2,67.0,69.5,1.1059,0.0,0.662,ok,avanzando en rough
1336,66.1,70.3,69.1,70.7,69.9,64.3,70.9,65.9,-0.028,0.0,9.827,-0.004,-67.29,0.017,0.031,0.0502,79.291,81.941,carpet,0,0.2,65.9,70.3,1.1067,0.0006,0.662,ok,avanzando en carpet
1337,63.3,71.5,67.8,65.8,64.3,67.2,71.9,63.6,1.158,-0.0,9.765,-0.003,-4876.809,0.002,1.187,0.1005,79.392,82.042,rough,0,6.8,63.3,71.5,1.1083,0.0019,0.662,ok,avanzando en rough
1338,65.8,67.9,70.5,60.9,68.9,63.4,70.5,63.9,-0.907,0.0,9.801,0.01,2427.327,-0.031,2.065,0.0502,79.442,82.092,rough,0.0,5.3,63.9,67.9,1.109,0.0025,0.662,ok,avanzando en rough
1339,65.9,60.9,71.7,64.2,62.7,66.0,66.4,73.5,-0.032,-0.0,9.849,-0.004,2539.37,0.005,0.877,0.0502,79.492,82.142,rough,0.0,0.2,65.9,60.9,1.1098,0.0031,0.662,ok,avanzando en rough
1340,65.7,68.3,67.8,68.3,65.0,66.7,62.0,71.2,-0.029,0.0,9.83,-0.004,-73.714,0.017,0.019,0.0502,79.542,82.193,carpet,0,0.2,65.7,62.0,1.1106,0.0037,0.662,ok,avanzando en carpet
1341,64.5,65.9,69.0,66.5,62.4,61.5,67.7,65.6,1.159,-0.0,9.746,-0.003,-4899.177,0.002,1.191,0.1005,79.643,82.293,rough,0,6.8,64.5,65.9,1.1122,0.0049,0.662,ok,avanzando en rough
1342,67.7,65.7,65.4,66.8,71.9,67.1,71.8,68.6,-0.909,0.0,9.798,0.01,2432.568,-0.031,2.069,0.0502,79.693,82.343,rough,0,5.3,67.7,65.7,1.113,0.0056,0.662,ok,avanzando en rough
1343,64.1,65.8,63.0,66.1,63.5,73.4,63.7,61.7,-0.033,-0.0,9.82,-0.004,2553.446,0.005,0.876,0.0502,79.743,82.394,rough,0,0.2,61.7,63.7,1.1138,0.0062,0.662,ok,avanzando en rough
1344,65.9,69.2,66.4,64.0,67.0,74.8,68.8,63.8,-0.03,0.0,9.855,-0.004,-78.288,0.017,0.035,0.0502,79.794,82.444,carpet,0.0,0.2,63.8,68.8,1.1146,0.0068,0.662,ok,avanzando en carpet
1345,69.2,69.2,69.2,68.1,66.3,68.1,70.1,70.6,1.156,-0.0,9.808,-0.003,-4891.605,0.002,1.186,0.1005,79.894,82.544,rough,0,6.7,69.2,69.2,1.1162,0.008,0.662,ok,avanzando en rough
1346,64.3,68.0,68.1,66.8,68.2,65.9,68.1,71.0,-0.909,0.0,9.807,0.01,2435.963,-0.031,2.065,0.0502,79.944,82.595,rough,0,5.3,64.3,68.0,1.117,0.0087,0.662,ok,avanzando en rough
1347,70.6,65.9,71.4,72.8,65.9,71.9,64.4,68.6,-0.034,-0.0,9.761,-0.004,2534.842,0.005,0.877,0.0502,79.995,82.645,rough,0,0.2,68.6,64.4,1.1178,0.0093,0.662,ok,avanzando en rough
1348,71.0,61.2,71.4,65.2,75.5,69.2,65.2,67.0,-0.03,0.0,9.771,-0.004,-81.329,0.017,0.011,0.0502,80.045,82.695,carpet,0,0.2,67.0,61.2,1.1186,0.0099,0.662,ok,avanzando en carpet
1349,66.7,65.0,70.1,71.4,67.5,60.1,56.7,68.1,1.152,-0.0,9.794,-0.003,-4923.174,0.002,1.183,0.1005,80.145,82.796,rough,0.0,6.7,66.7,56.7,1.1201,0.0111,0.662,ok,avanzando en rough
1350,66.3,66.7,69.7,64.7,69.6,69.0,70.3,63.4,-0.91,0.0,9.81,0.01,2437.601,-0.031,2.062,0.0502,80.196,82.846,rough,0,5.3,63.4,66.7,1.1209,0.0117,0.662,ok,explorando (rough)
1351,70.8,69.2,66.5,70.8,65.6,65.4,67.3,67.4,-0.07,0.009,9.803,-8.429,-309.4,-30.538,0.84,0.0,79.894,83.147,rough,0.0,0.4,67.4,67.3,1.1209,0.0117,0.87,ok,avanzando en rough
1352,66.6,67.4,64.4,65.6,73.9,61.6,69.5,64.1,1.134,0.001,9.777,-3.671,-5189.334,-26.776,1.204,0.0502,79.944,83.197,rough,0,6.6,64.1,67.4,1.1216,0.0125,0.853,ok,avanzando en rough
1353,68.0,70.7,67.8,67.9,68.1,67.7,67.7,70.1,0.044,0.001,9.835,-0.634,2578.342,-23.238,1.092,0.0502,79.995,83.248,rough,0,0.3,68.0,67.7,1.1223,0.0132,0.838,ok,avanzando en rough
1354,66.3,67.5,65.0,72.2,64.0,66.5,68.1,71.2,-0.07,0.001,9.815,-1.935,2650.893,-18.608,0.115,0.0502,80.045,83.298,metal,0,0.4,66.3,67.5,1.1229,0.014,0.826,ok,avanzando en metal
1355,72.3,64.8,64.6,64.5,63.8,67.5,69.5,65.9,1.482,0.001,9.832,0.028,-4106.702,-16.649,1.552,0.1193,80.164,83.417,rough,0.01,8.6,65.9,64.8,1.1246,0.0157,0.815,ok,avanzando en rough
1356,69.7,61.6,66.5,69.1,68.2,67.5,68.9,67.0,-1.39,0.001,9.784,-3.218,2794.604,-11.984,2.873,0.0502,80.214,83.467,rough,0.0,8.1,67.0,61.6,1.1253,0.0165,0.808,ok,avanzando en rough
1357,65.0,62.7,61.4,70.8,69.5,69.9,72.7,64.3,-0.015,0.001,9.815,-6.686,25.3,-9.621,1.376,0.0502,80.265,83.518,rough,0,0.1,64.3,62.7,1.126,0.0172,0.801,ok,avanzando en rough
1358,68.6,68.4,64.4,68.5,70.8,60.6,69.7,66.5,-0.014,0.001,9.85,-2.528,-3.229,-7.577,0.034,0.0502,80.315,83.568,carpet,0,0.1,66.5,68.4,1.1267,0.0179,0.797,ok,avanzando en carpet
1359,70.8,64.1,63.2,64.8,71.7,67.1,66.1,65.3,1.173,0.001,9.777,-1.678,-4766.363,-6.346,1.189,0.1005,80.415,83.668,rough,0,6.8,65.3,64.1,1.1281,0.0193,0.793,ok,avanzando en rough
1360,63.0,72.1,68.9,69.5,70.7,67.4,65.1,63.9,-0.898,0.001,9.829,-1.463,2393.965,-4.826,2.072,0.0502,80.466,83.719,rough,0.0,5.2,63.0,65.1,1.1288,0.02,0.789,ok,avanzando en rough
1361,68.1,70.5,68.3,67.2,64.9,65.9,61.9,66.2,-0.019,0.0,9.854,-2.014,2541.992,-3.736,0.879,0.0502,80.516,83.769,rough,0.0,0.1,66.2,61.9,1.1295,0.0207,0.787,ok,avanzando en rough
1362,63.9,66.1,69.4,69.1,68.3,66.0,75.0,63.0,-0.019,0.0,9.814,-1.937,-16.543,-2.777,0.04,0.0502,80.566,83.819,carpet,0,0.1,63.0,66.1,1.1302,0.0215,0.785,ok,avanzando en carpet
1363,70.2,62.6,68.0,64.5,72.3,65.4,65.7,64.5,1.162,0.0,9.82,-1.38,-4805.698,-2.431,1.181,0.1005,80.667,83.92,rough,0,6.8,64.5,62.6,1.1316,0.0229,0.784,ok,avanzando en rough
1364,62.7,65.6,66.9,71.5,66.6,70.5,66.5,67.5,-0.901,0.0,9.881,-0.883,2387.49,-1.818,2.064,0.0502,80.717,83.97,rough,0,5.2,62.7,65.6,1.1324,0.0236,0.783,ok,avanzando en rough
1365,71.1,70.9,68.4,63.7,67.7,64.3,69.5,77.0,-0.024,0.0,9.82,-1.245,2531.008,-1.343,0.88,0.0502,80.767,84.02,rough,0.0,0.1,71.1,69.5,1.1331,0.0243,0.782,ok,avanzando en rough
1366,69.5,61.8,68.7,64.4,67.1,67.1,67.0,67.3,-0.022,0.0,9.831,-1.096,-35.599,-0.974,0.011,0.0502,80.817,84.07,carpet,0.0,0.1,67.3,61.8,1.1338,0.025,0.781,ok,avanzando en carpet
1367,67.4,63.9,64.1,67.7,62.4,61.1,71.1,72.8,1.15,0.0,9.753,-0.841,-4854.411,-0.863,1.175,0.1005,80.918,84.171,rough,0,6.7,67.4,63.9,1.1352,0.0264,0.781,ok,avanzando en rough
1368,69.1,65.1,67.3,64.5,64.7,69.8,70.0,64.2,-0.901,0.0,9.77,-0.462,2413.23,-0.671,2.051,0.0502,80.968,84.221,rough,0,5.3,64.2,65.1,1.1359,0.0271,0.78,ok,avanzando en rough
1369,61.2,68.9,69.7,71.2,72.2,69.2,64.9,68.0,-0.027,0.0,9.858,-0.678,2534.54,-0.425,0.879,0.0502,81.018,84.271,rough,0,0.2,61.2,64.9,1.1366,0.0278,0.78,ok,avanzando en rough
1370,65.9,69.5,69.7,68.3,64.2,65.2,67.8,68.3,-0.025,0.0,9.808,-0.563,-48.652,-0.261,0.049,0.0502,81.069,84.322,carpet,0,0.1,65.9,67.8,1.1373,0.0285,0.78,ok,avanzando en carpet
1371,64.1,63.1,67.3,68.6,69.7,71.1,69.4,68.5,1.16,0.0,9.839,-0.45,-4826.269,-0.26,1.185,0.1005,81.169,84.422,rough,0.0,6.7,64.1,63.1,1.1388,0.0299,0.78,ok,avanzando en rough
1372,74.6,65.8,69.2,68.3,70.2,70.1,69.4,70.7,-0.907,0.0,9.817,-0.21,2412.008,-0.229,2.067,0.0502,81.219,84.472,rough,0,5.3,70.7,65.8,1.1395,0.0307,0.779,ok,avanzando en rough
1373,65.5,72.8,63.4,70.6,69.0,63.5,62.4,63.1,-0.029,0.0,9.827,-0.336,2520.891,-0.096,0.878,0.0502,81.269,84.523,rough,0,0.2,63.1,62.4,1.1402,0.0314,0.779,ok,avanzando en rough
1374,63.7,67.8,66.3,73.3,73.9,68.7,68.6,72.1,-0.026,0.0,9.786,-0.267,-59.155,-0.028,0.041,0.0502,81.32,84.573,carpet,0,0.2,63.7,67.8,1.1409,0.0321,0.779,ok,avanzando en carpet
1375,69.3,68.6,67.9,70.2,70.3,68.9,72.8,70.1,1.157,0.0,9.771,-0.22,-4888.445,-0.061,1.184,0.1005,81.42,84.673,rough,0.0,6.8,69.3,68.6,1.1424,0.0335,0.779,ok,avanzando en rough
1376,63.2,66.4,71.2,65.5,65.4,64.6,67.5,72.2,-0.903,0.0,9.77,-0.082,2429.845,-0.101,2.061,0.0502,81.47,84.723,rough,0.0,5.3,63.2,66.4,1.1431,0.0342,0.779,ok,explorando (rough)
1377,64.7,70.6,60.9,67.7,64.0,68.7,64.5,64.0,0.014,0.004,9.84,-3.143,20.419,81.796,0.92,0.0031,82.136,84.064,rough,0.0,0.1,64.0,64.5,1.1431,0.0342,0.332,ok,avanzando en rough
1378,66.1,62.7,66.3,70.8,63.6,71.2,66.9,65.0,1.004,0.0,9.718,-20.309,-62.025,70.309,0.998,0.0502,82.186,84.114,rough,0.0,5.9,65.0,62.7,1.1441,0.0346,0.377,ok,avanzando en rough
1379,67.5,71.2,63.7,68.5,71.2,69.6,65.4,69.6,0.012,-0.0,9.841,-8.343,12.524,56.411,1.0,0.0502,82.237,84.165,rough,0.0,0.1,67.5,65.4,1.145,0.035,0.413,ok,avanzando en rough
1380,71.0,68.5,63.6,63.8,64.4,68.0,71.4,70.9,0.01,-0.0,9.762,-4.713,59.701,45.334,0.079,0.0502,82.287,84.215,carpet,0,0.1,70.9,68.5,1.1459,0.0354,0.442,ok,avanzando en carpet
1381,66.5,66.5,69.0,65.6,66.0,67.7,63.5,66.2,1.189,-0.001,9.847,-5.857,-4647.499,38.047,1.182,0.1005,82.387,84.315,rough,0,6.9,66.2,63.5,1.1477,0.0363,0.467,ok,avanzando en rough
1382,66.1,67.5,65.6,72.7,67.5,65.8,65.7,65.0,-0.879,-0.001,9.813,1.004,2346.426,30.077,2.068,0.0502,82.438,84.366,rough,0,5.1,65.0,65.7,1.1486,0.0368,0.486,ok,avanzando en rough
1383,67.3,70.4,69.2,70.7,65.0,63.9,69.0,71.1,0.003,-0.001,9.809,0.893,2528.75,23.905,0.882,0.0502,82.488,84.416,rough,0.0,0.0,67.3,69.0,1.1495,0.0373,0.501,ok,explorando (rough)
1384,67.2,67.9,68.0,69.8,59.5,68.6,66.4,66.1,0.02,0.005,9.813,-3.389,108.492,90.057,0.018,-0.0031,83.147,83.75,sand,0.0,0.1,66.1,66.4,1.1494,0.0373,0.059,ok,avanzando en sand
1385,70.9,70.7,68.0,67.5,65.8,67.2,69.7,69.1,1.396,0.0,9.798,-16.746,-7.566,80.614,1.376,0.0722,83.223,83.819,rough,0,8.1,69.1,69.7,1.1508,0.0374,0.109,ok,avanzando en rough
1386,70.8,67.0,64.1,67.7,69.3,74.8,64.8,66.8,-0.456,0.001,9.803,-11.52,1951.399,63.282,1.852,0.0502,83.273,83.869,rough,0,2.7,66.8,64.8,1.1518,0.0376,0.149,ok,avanzando en rough
1387,62.9,65.7,73.5,60.8,69.0,73.5,63.3,69.9,-0.056,-0.001,9.845,-3.73,-224.947,49.526,0.403,0.0502,83.323,83.92,metal,0,0.3,62.9,63.3,1.1528,0.0377,0.181,ok,avanzando en metal
1388,67.3,63.9,70.6,66.4,73.3,66.0,65.5,66.3,1.615,-0.001,9.798,-8.581,-6937.37,42.294,1.672,0.1225,83.442,84.045,rough,0,9.4,66.3,63.9,1.1552,0.0383,0.21,ok,avanzando en rough
1389,67.0,69.9,62.0,71.6,71.3,66.5,64.9,67.0,-3.315,0.432,9.848,-0.837,3431.708,32.466,4.95,0.0502,83.493,84.095,rough,0.0,18.7,67.0,64.9,1.1562,0.0385,0.231,ok,avanzando en rough
1390,62.9,69.0,62.6,68.9,68.6,67.2,65.1,68.4,0.993,-0.239,9.802,-0.037,351.198,26.143,4.36,0.0377,83.53,84.133,rough,0.062,5.9,62.9,65.1,1.1569,0.0387,0.248,ok,avanzando en rough
1391,66.8,70.4,66.4,66.1,65.4,69.7,66.1,64.1,0.114,0.031,9.798,1.227,281.09,17.566,0.919,0.0502,83.581,84.183,rough,0.0,0.7,64.1,66.1,1.1579,0.0389,0.259,ok,avanzando en rough
1392,65.6,67.5,69.3,67.4,67.5,69.9,61.3,69.4,0.088,-0.007,9.861,1.316,224.58,9.802,0.078,0.0502,83.631,84.234,carpet,0.0,0.5,65.6,61.3,1.1589,0.0392,0.265,ok,avanzando en carpet
1393,56.8,66.1,70.9,63.0,66.3,68.8,69.0,71.5,0.116,0.194,9.837,1.121,182.309,5.566,0.204,0.1005,83.731,84.334,metal,0,1.3,56.8,66.1,1.1608,0.0397,0.269,ok,explorando (metal)
1394,64.9,66.7,69.4,65.3,64.2,64.4,67.7,64.8,0.043,-0.025,9.839,-6.245,18.398,-27.481,0.231,0.0,83.43,84.636,metal,0.0,0.3,64.8,66.7,1.1608,0.0397,0.478,ok,avanzando en metal
1395,65.7,70.8,66.1,67.3,66.0,67.4,64.6,69.5,0.446,0.902,9.778,10.931,6.403,-24.67,1.012,0.1193,83.549,84.755,rough,0.01,5.9,65.7,64.6,1.1629,0.0408,0.463,ok,avanzando en rough
1396,67.1,69.2,66.5,65.9,68.2,66.3,58.8,69.4,-0.217,-0.527,9.78,-6.158,26.563,-23.1,1.575,0.0502,83.599,84.805,rough,0,3.3,67.1,58.8,1.1638,0.0412,0.448,ok,avanzando en rough
1397,64.1,67.0,71.4,65.8,74.8,63.1,60.4,65.5,0.025,-0.001,9.828,-2.92,15.136,-20.755,0.581,0.0502,83.65,84.855,rough,0,0.1,64.1,60.4,1.1647,0.0416,0.435,ok,avanzando en rough
1398,66.8,69.1,68.8,68.0,70.0,66.2,69.5,68.6,0.025,-0.001,9.796,-2.933,12.261,-18.665,0.032,0.0502,83.7,84.906,carpet,0.0,0.1,66.8,69.1,1.1657,0.0421,0.423,ok,avanzando en carpet
1399,63.7,71.3,70.0,70.3,60.8,69.1,63.2,68.9,0.196,0.374,9.778,0.943,10.922,-17.867,0.413,0.1005,83.8,85.006,metal,0.0,2.5,63.7,63.2,1.1675,0.0429,0.411,ok,avanzando en metal
1400,69.0,66.9,64.3,66.1,71.9,70.0,66.2,65.5,0.092,0.149,9.808,-0.746,14.907,-18.783,0.25,0.1193,83.92,85.125,metal,0.01,1.0,65.5,66.2,1.1697,0.0438,0.399,ok,avanzando en metal
1401,73.0,63.9,68.0,67.7,67.4,63.3,71.1,68.1,0.022,-0.001,9.796,-2.253,14.324,-20.12,0.165,0.1225,84.045,85.245,metal,0,0.1,68.1,63.9,1.172,0.0447,0.384,ok,explorando (metal)
1402,66.1,67.8,68.2,69.2,66.7,70.4,65.6,66.8,0.015,0.001,9.858,2.073,-14.432,89.287,0.063,-0.0,84.705,84.585,sand,0.0,0.1,66.1,65.6,1.172,0.0447,-0.056,ok,avanzando en sand
1403,67.3,64.1,68.8,67.5,67.3,67.5,65.4,67.2,0.035,-0.052,9.782,-12.274,-52.034,-164.869,0.095,0.0691,84.774,84.654,carpet,0.018,0.4,67.2,64.1,1.1733,0.0445,-0.162,ok,avanzando en carpet
1404,67.3,70.4,67.5,70.0,68.3,63.0,69.9,62.8,0.014,-0.025,9.837,-11.714,-33.294,-120.045,0.065,0.1005,84.874,84.755,carpet,0,0.2,62.8,69.9,1.1753,0.044,-0.238,ok,avanzando en carpet
1405,66.2,65.0,68.1,70.6,66.5,73.4,63.3,60.8,0.015,-0.002,9.782,-5.911,-19.476,-51.447,0.059,0.1005,84.975,84.855,carpet,0,0.1,60.8,63.3,1.1772,0.0435,-0.271,ok,avanzando en carpet
1406,66.7,66.6,73.1,65.7,71.4,68.2,66.5,62.4,0.016,-0.002,9.817,-1.954,-11.937,19.721,0.034,0.1005,85.075,84.956,carpet,0.0,0.1,62.4,66.5,1.1792,0.043,-0.259,ok,avanzando en carpet
1407,67.5,62.1,63.8,67.0,63.4,70.0,66.7,66.7,0.017,-0.001,9.812,0.77,-7.997,84.653,0.004,0.1005,85.176,85.056,carpet,0,0.1,66.7,62.1,1.1811,0.0426,-0.205,ok,avanzando en carpet
1408,64.5,65.6,61.5,66.4,70.3,67.5,67.1,62.5,0.017,-0.001,9.797,2.561,-6.375,139.898,0.016,0.1005,85.276,85.157,carpet,0,0.1,62.5,65.6,1.1831,0.0423,-0.115,ok,avanzando en carpet
1409,63.6,64.0,64.1,63.6,68.2,72.0,69.9,67.4,0.018,-0.0,9.794,3.706,-5.979,182.215,0.002,0.1005,85.377,85.257,carpet,0.0,0.1,63.6,64.0,1.1851,0.0423,0.002,ok,explorando (carpet)
1410,63.9,70.0,66.7,66.9,68.4,62.2,61.2,68.7,-0.004,-0.001,9.796,-3.362,-66.659,-92.849,0.022,0.0031,84.717,85.923,sand,0.0,0.0,63.9,61.2,1.1852,0.0424,0.442,ok,avanzando en sand
1411,63.4,70.4,59.4,62.5,69.9,68.7,67.6,66.2,1.654,-0.0,9.791,7.895,-6836.552,-72.908,1.658,0.0691,84.786,85.992,rough,0.018,9.6,63.4,67.6,1.1865,0.0429,0.395,ok,avanzando en rough
1412,71.2,71.4,72.3,64.1,62.3,64.6,61.7,64.1,-1.61,0.628,9.827,-0.012,3325.723,-44.089,3.324,0.0502,84.837,86.042,rough,0.0,10.0,64.1,61.7,1.1874,0.0432,0.367,ok,avanzando en rough
1413,61.8,65.1,68.0,63.1,63.0,69.6,66.6,66.5,0.561,-0.208,9.861,-4.388,547.859,-36.536,2.327,0.0502,84.887,86.093,rough,0.0,3.5,61.8,65.1,1.1884,0.0436,0.343,ok,avanzando en rough
1414,65.9,68.5,70.4,63.0,63.8,69.5,64.9,68.4,0.114,-0.009,9.78,-3.992,431.855,-31.164,0.496,0.0502,84.937,86.143,metal,0,0.7,65.9,64.9,1.1893,0.0439,0.323,ok,avanzando en metal
1415,65.9,67.7,70.4,68.9,70.9,67.6,70.8,68.6,0.336,0.519,9.85,4.011,347.16,-29.708,0.577,0.1193,85.056,86.262,rough,0.01,3.6,65.9,67.7,1.1916,0.0446,0.304,ok,avanzando en rough
1416,64.8,69.8,64.6,67.0,67.2,67.1,70.3,63.7,-0.162,-0.529,9.792,-8.66,285.079,-26.255,1.162,0.0502,85.107,86.312,rough,0,3.2,63.7,69.8,1.1925,0.0449,0.288,ok,avanzando en rough
1417,65.4,62.0,68.5,72.8,64.6,66.3,66.9,68.9,0.068,-0.004,9.787,-4.814,221.24,-23.009,0.573,0.0502,85.157,86.363,rough,0,0.4,65.4,62.0,1.1935,0.0452,0.273,ok,avanzando en rough
1418,66.4,73.6,71.6,69.9,65.6,70.5,69.6,66.0,0.059,-0.004,9.854,-4.365,175.248,-20.085,0.068,0.0502,85.207,86.413,carpet,0,0.3,66.0,69.6,1.1945,0.0454,0.26,ok,explorando (carpet)
1419,69.5,68.6,70.0,65.9,70.7,68.7,74.6,72.5,0.043,-0.007,9.832,2.026,21.794,37.657,0.028,0.0,85.508,86.111,sand,0.0,0.3,69.5,68.6,1.1945,0.0454,0.057,ok,avanzando en sand
1420,64.9,68.7,70.8,70.7,66.6,68.4,72.1,67.6,0.091,0.284,9.853,-3.497,7.671,66.893,0.296,0.0691,85.578,86.18,metal,0.018,1.7,64.9,68.7,1.1959,0.0456,0.1,ok,avanzando en metal
1421,72.3,60.1,62.4,63.3,68.3,67.2,65.1,67.5,0.068,0.203,9.773,-5.548,14.341,52.173,0.117,0.1193,85.697,86.3,metal,0.01,1.3,67.5,60.1,1.1982,0.0459,0.133,ok,avanzando en metal
1422,62.7,64.2,65.2,69.8,60.7,68.8,61.1,69.2,0.023,-0.001,9.826,-3.67,21.1,31.061,0.215,0.1225,85.822,86.419,metal,0,0.1,62.7,61.1,1.2006,0.0463,0.151,ok,avanzando en metal
1423,59.4,65.8,66.7,68.4,66.5,67.8,70.0,64.2,0.022,-0.001,9.804,-1.362,20.961,13.039,0.023,0.1225,85.942,86.545,carpet,0,0.1,59.4,65.8,1.2031,0.0466,0.161,ok,avanzando en carpet
1424,60.1,67.2,64.2,67.0,65.0,66.9,71.7,66.9,0.004,-0.083,9.854,0.416,15.319,-4.177,0.098,0.1005,86.042,86.645,carpet,0,0.5,60.1,67.2,1.2051,0.047,0.159,ok,avanzando en carpet
1425,66.8,63.7,67.3,69.6,71.7,73.1,65.6,63.0,0.021,-0.001,9.837,1.604,10.73,-15.554,0.085,0.1005,86.143,86.746,carpet,0.0,0.1,63.0,63.7,1.207,0.0473,0.149,ok,avanzando en carpet
1426,64.8,68.4,67.4,61.8,64.6,75.0,72.2,65.9,0.021,-0.001,9.786,1.923,7.269,-23.831,0.051,0.1005,86.243,86.846,carpet,0,0.1,64.8,68.4,1.209,0.0475,0.133,ok,avanzando en carpet
1427,65.8,63.8,70.9,66.2,67.3,62.3,64.3,73.8,0.021,-0.001,9.77,2.028,4.168,-29.72,0.016,0.1005,86.344,86.947,carpet,0,0.1,65.8,63.8,1.211,0.0478,0.114,ok,avanzando en carpet
1428,63.8,67.0,71.2,71.1,67.0,65.4,69.8,70.1,0.021,-0.001,9.823,1.979,1.731,-32.995,0.053,0.1005,86.444,87.047,carpet,0.0,0.1,63.8,67.0,1.213,0.0479,0.093,ok,explorando (carpet)
1429,65.4,66.0,66.6,72.0,66.2,65.7,58.1,67.7,0.013,-0.003,9.786,-1.828,-66.742,-87.811,0.038,-0.0031,85.779,87.706,sand,0.0,0.1,65.4,58.1,1.213,0.0479,0.537,ok,explorando (sand)
1430,71.4,65.8,61.3,69.6,67.4,64.0,66.7,66.5,0.013,0.001,9.826,0.465,-11.93,100.782,0.039,0.0031,86.444,87.047,sand,0.0,0.1,66.5,65.8,1.213,0.0479,0.102,ok,avanzando en sand
1431,69.6,70.4,64.9,74.5,68.7,74.6,71.7,73.9,0.096,0.282,9.8,-15.636,-54.797,135.629,0.295,0.0691,86.513,87.116,metal,0.018,1.7,69.6,70.4,1.2144,0.0482,0.188,ok,explorando (metal)
1432,66.7,61.5,69.2,70.2,68.3,61.7,69.1,64.6,-0.005,-0.001,9.879,-1.738,-74.273,-105.235,0.311,-0.0031,85.848,87.776,metal,0.0,0.0,64.6,61.5,1.2143,0.0481,0.621,ok,avanzando en metal
1433,67.9,69.2,63.6,68.5,70.4,66.7,71.0,74.5,2.856,0.001,9.697,18.473,-11613.518,-79.686,2.867,0.1256,85.973,87.901,rough,0,16.4,67.9,69.2,1.2165,0.0495,0.57,ok,avanzando en rough
1434,64.5,67.9,63.7,72.9,67.2,66.0,70.4,65.5,-2.49,0.949,9.834,-7.808,5722.68,-56.844,5.431,0.0377,86.011,87.939,rough,0.063,15.2,64.5,67.9,1.2171,0.0499,0.533,ok,avanzando en rough
1435,71.2,66.8,70.1,60.2,63.2,67.4,65.8,61.9,0.751,-0.46,9.806,-8.936,1049.77,-45.754,3.535,0.0377,86.049,87.977,rough,0.063,5.1,61.9,65.8,1.2178,0.0502,0.504,ok,avanzando en rough
1436,63.7,59.8,70.1,63.6,68.0,68.8,72.9,63.0,0.263,0.075,9.839,-4.755,829.293,-38.231,0.725,0.0502,86.099,88.027,rough,0,1.6,63.0,59.8,1.2187,0.0507,0.479,ok,avanzando en rough
1437,68.2,65.9,69.5,64.5,67.0,71.8,67.0,61.9,0.15,-0.017,9.827,-5.364,662.736,-31.845,0.145,0.0502,86.149,88.077,metal,0,0.9,61.9,65.9,1.2196,0.0512,0.459,ok,avanzando en metal
